IP,ENEG,NDE,ZIF,POLY,CTUBE,BIO,MT,NC,MNN,PYRID,PYRRO,RAMAN,BET,PTEMP,PTIME,RR,EC,CL,NMT,CPGC,EPH,ovp
7.83,1.83,6,1,0,0,0,0.888072271,9.324758842,3.9,54.85955922,25.42427045,0.99,614,900,4,2,0.5,4,177.8,1,7.3,0.62
7.61,1.91,8,0,0,0,0,2.181540012,10.18967142,2,53.31096592,20.71340279,1.119395763,406,900,2,3,0.5,0.1,177.8,0,7.3,0.515
7.81,1.88,7,0,0,0,0,0.011,4.709943213,3.6,44.74,34.78,1.024677865,24,500,1,5,0.5,0.7,177.8,0,7.2,0.49
7.81,1.88,7,1,0,0,0,1.098371712,4.833477856,3.8,49.4,30,0.975127727,283,1050,1,6.432833635,0.1,0.8,177.8,0,6.7,0.49
7.54,1.93,10,1,0,0,0,0.096,9.496574089,3,51.16,30.23,1.04,1226,1000,1,4.458093109,0.1,0.858399521,25,1,6.8,0.3
0,0,0,0,0,0,1,0,2.724888838,0,34.72803347,44.76987448,0.95,1358.5,400,3,3,0.1,1,177.8,1,7,0.67
0,0,0,0,1,0,0,0,2.777734888,0,28.64251,29.0627,1.010342001,669.1585008,900,2,5,0.5,0.48541599,177.8,1,6.8,0.49
7.61,1.91,8,0,0,1,0,22.7,18.7,3.8,76.27180233,0,1.055160095,377.4954524,800,1,5,0.5,1,177.8,1,7.2,0.59
7.83,1.83,6,1,0,0,0,2.7,5.71,4,46.25958761,18.06952884,1.072196267,583.1,950,2,5,0.1,0.6,177.8,0,6.8,0.45
0,0,0,0,0,0,0,0,5,0,37.2596312,13.93864977,0.89,85,800,4,3.844980394,0.5,0.649841032,177.8,0,7.3,0.69
9.5,2.55,0,0,0,0,0,1.31,3.8,4.2,26.65463297,0,1.01280346,645,1000,1,5,0.1,1,177.8,1,6.8,0.49
7.69,1.9,10,1,0,0,0,1.4,6.394900491,4,46.83293657,36.57863706,0.983265349,653.9103078,1050,1,5,0.1,2,177.8,1,6.8,0.49
7.61,1.91,8,0,0,0,0,1.410734555,1.362088536,4,62.47765463,20.96889524,0.944578467,513.8919597,800,1,10,0.5,1,177.8,1,7.3,0.66
0,0,0,0,0,1,0,0,2.4,0,14.51544803,53.2304148,0.65,758.2584324,850,1.653916755,7.731552465,0.1,0.5,50,1,6.8,1.02
7.61,1.91,8,1,0,0,0,0.85,3.572951448,3,43.18047045,22.29689662,0.97,821,700,1,5,0.5,0.6,177.8,1,7.2,0.59
7.61,1.91,8,1,0,0,0,1.53,4.674202544,3.2,34.77,8.53,0.98,720.7898989,1000,2,10,0.5,0.2,127,1,7.2,0.89
7.61,1.91,8,0,0,1,0,2.575564413,3.682605258,4,49.87206,38.70668,1.400152352,926.5577653,700,0.5,2,0.5,0.634673102,127,1,7.2,0.65
7.61,1.91,8,0,0,0,0,0.15,4.631660988,4,27.28388567,0,0.99,836.0900211,800,2.800065296,4.546046089,0.1,0.5,177.8,1,6.8,0.79
7.83,1.83,6,1,0,0,0,1.3,4.52,4,53.09734513,23.67256637,0.99,1148,900,2,3,1,2,127,1,8.8,0.32
6.57,1.36,1,1,0,0,0,1.24,5.142289869,3,48.5,0,1.051558857,925.89,1000,2,10,0.5,0.8,127,1,7.2,0.57
7.61,1.91,8,1,0,0,0,2.07,7.29,2.7,53.6351166,29.76680384,1.03488809,923,1000,4,3,1,2,127,1,8.8,0.62
7.83,1.83,6,1,0,0,0,0.458155678,2.655390688,4,49.22,0,0.95,646,1100,1,7.216868558,0.1,0.6,127,1,6.8,0.49
7.83,1.83,6,0,0,0,0,1.704145045,3.161637517,4,68.68327402,7.829181495,0.94,169,800,2,2,0.1,2,177.8,1,6.8,0.35
7.69,1.9,10,0,0,0,1,0.32,4.248554465,4,46.378,48.64,1.02,610.1,900,1,5,0.1,0.8,50,1,6.8,0.59
7.83,1.83,6,0,1,0,0,0.730148612,3.641154155,8,35,6,1.142748564,721.3,950,0.333,10,0.1,1,127,0,6.8,0.42
0,0,0,0,1,0,0,0,4.54,0,32.37885463,6.167400881,0.979,1382,900,2,5,0.1,0.5,177.8,1,6.8,0.49
7.81,1.88,7,0,0,0,0,0.61,4.409684529,3.3,55.23,2.6,1.05,1094,910,3,2,0.5,1,177.8,1,7.3,0.45
7.81,1.88,7,0,0,0,0,1.6,3.012057865,4,32.8358209,8.208955224,1,1036,1000,3,3,0.1,0.2,177.8,1,6.8,0.59
0,0,0,0,0,1,0,0,2.51,0,53.3,33.4,0.729,534.9574767,700,3,5,0.5,0.3537,177.8,0,7.3,0.79
7.61,1.91,8,0,0,0,0,5.92,16.88,4.3,19.21556704,23.90290869,1.01,298,900,1,2.5,0.5,0.5,177.8,1,7.3,0.66
9.35,1.65,10,0,0,0,0,1.640685336,6.067461187,3.58418,54.5112782,31.43072176,0.79,647.2984663,800,1,8.928576743,0.5,2,177.8,1,7.2,0.39
7.61,1.91,8,1,0,0,0,0.72,11.37,2.7,63.67634125,21.63588391,1.001966825,893,900,4,3,1,2,127,1,8.8,0.82
7.61,1.91,8,0,0,0,1,1.25,5.502364393,3.9,36.57,18.88,0.95,431.4483598,900,3,5,0.5,0.5,127,1,7.2,0.79
0,0,0,0,0,0,0,0,5.06,0,25.81568403,57.81339439,0.97,1081.1,1000,1,6.357546385,0.1,0.833,177.8,1,6.8,0.45
7.81,1.88,7,0,0,0,0,3.7,5.960251017,5,49.8,21.9,0.919753394,454.229189,500,1,20,0.1,0.2,177.8,1,6.8,0.59
7.61,1.91,8,0,0,1,0,1.58,3.708867819,4,30.97460792,10.660941,2.94,1171,900,2,5,0.5,0.4,177.8,1,7.3,0.69
7.61,1.91,8,0,1,0,0,1.09,2.23,3.7,48.04671,26.34905,1.031,1414.1,1000,1,2,0.5,0.6,177.8,1,7.4,0.45
7.4,1.55,5,0,0,1,0,0.17,9.8,3.2,50.6,38.6,1.093104983,221,600,1,3.124546117,0.5,0.167,177.8,1,7.2,0.441
7.83,1.83,6,1,0,0,0,0.9,7.430009163,4,57.40977324,0,1.13,952.026951,900,3,5,0.1,1,177.8,1,6.8,0.59
7.69,1.9,10,0,0,0,0,1.45,4.696209838,2.3,41.67273316,16.90932622,1.03,168,900,2,5,0.1,0.5,177.8,1,6.8,0.39
7.61,1.91,8,0,0,0,1,1.2,6.858753905,4,34.61342396,14.46049278,1.15682429,455.6586426,900,2,3,0.5,0.2,177.8,1,7.2,0.49
7.61,1.91,8,0,0,0,1,2.7,5.6,3,54.7,28.7,1.005647917,454.422902,800,1,5.676494715,0.5,0.425002936,177.8,0,7.3,0.79
9.35,1.65,10,0,0,0,0,0.1,0.56,4,60.71428571,7.142857143,3.11,1402.4,1000,1,8.94667927,0.5,1,177.8,1,7.2,0.42
7.83,1.83,6,0,0,1,0,7.207207207,15.05791506,4,36.22,56.65,1.04,612.94,800,2,5.950476851,0.5,1,177.8,0,7.2,0.42
9.35,1.65,10,0,0,0,1,0.34,2.520927701,4.2,57.63,29.46,2.47,2176.56,900,3,5,0.5,1,127,1,7.2,0.33
7.83,1.83,6,0,1,0,0,2.6,3.825766306,4,25,19,1.08,639,900,3,3.870799424,0.1,0.2,127,1,6.8,0.49
7.83,1.83,6,1,0,0,0,1.78,4.72,4,49.17,15.13,0.94,461,800,2,5.333,0.5,0.3,127,1,7.2,0.39
7.61,1.91,8,0,0,1,0,7.53,8.808216874,4,55.3,19.3,1.015205425,496.3234922,650,3,5,0.5,0.5,177.8,1,7.3,0.82
7.61,1.91,8,0,0,0,0,0.15,5.005154666,2.552,42.39715965,0,1.01,549.520729,900,1.725938974,4.935307124,0.1,0.5,177.8,1,6.8,0.79
7.61,1.91,8,0,0,0,0,1.08,5.762991436,3.7,12.94,24.29,1.01,405.6,800,3,5,0.5,0.5,127,1,7.2,0.69
0,0,0,0,0,0,1,0,5.85,0,10.08547009,12.64957265,1.002761915,235.8,600,1.865824897,5.528275374,0.5,0.2,177.8,1,7.3,0.29
7.61,1.91,8,0,0,0,0,0.73,4.4,3.5,22.87636669,11.43818335,1.073653021,47,650,2,10,0.5,2,177.8,1,7.2,0.75
7.83,1.83,6,0,1,0,0,1.54072305,3.683715873,8,35,6,1.15,692.6,950,0.333,10,0.1,1,127,0,6.8,0.42
0,0,0,0,0,0,0,0,5.163621961,0,33.23,32.31,1.03,1000,910,3,2,0.5,1,177.8,1,7.3,0.45
7.81,1.88,7,1,0,0,0,0.7,8.834196804,3.7,53.95465995,0,1.02,638,900,2,3,0.1,0.32,177.8,0,6.8,0.49
0,0,0,0,0,1,0,0,5.3,0,28.11320755,16.60377358,1.17,859.97,900,2,5,0.5,2.5,177.8,1,7.65,0.34
7.61,1.91,8,0,1,0,0,0.085,3.2,4,21.7,4.2,1.019350133,20,1000,1,5,0.5,0.3,177.8,1,7.2,0.69
7.61,1.91,8,0,0,0,0,1.65,4.682281347,4,35.53190938,8.768789286,1.009520503,334.9,900,3,5,0.5,0.25,127,1,7.2,0.69
7.83,1.83,6,0,0,0,0,3.03,6.216885976,5,45.44372138,22.08075383,1.128950691,693.1074976,25,24,2,0.2,0.3,177.8,1,7,0.49
7.83,1.83,6,0,0,0,1,4.100807592,6.159067341,12,36.50793651,27.24867725,1.24,591.6938944,900,2,5,0.1,0.4,177.8,0,6.8,0.47
7.61,1.91,8,0,0,0,1,3.28,7.326269792,4,54.35094773,31.66283745,0.98,261,900,1,3,0.1,0.1,177.8,1,6.8,0.74
0,0,0,1,0,0,0,0,15.3473426,0,27.36630119,0,0.98,493,900,1,5,0.1,0.8,177.8,1,6.8,0.59
7.61,1.91,8,1,0,0,0,8.2,38.23361945,2.1,74.86590282,25.13409718,1.08,91.4,550,2,5,0.5,1,127,1,7.2,0.69
7.4,1.55,5,0,0,0,0,0.14,3.9,3.9,24.51493167,17.60587144,1.117249205,452,900,1,3,0.5,0.5,177.8,1,7.2,0.59
7.61,1.91,8,1,0,0,0,15.71282183,11.99692584,4,60.57305984,0,1.017558505,590.0936269,550,2,5,0.5,1,127,1,7.2,0.67
0,0,0,0,1,0,0,0,4.52,0,36.28318584,11.28318584,0.959,1511,900,2,5,0.1,0.5,177.8,1,6.8,0.59
0,0,0,0,0,1,0,0,1.9,0,42.10499159,8.347522781,0.64,723.2472469,750,1.547704851,7.695328683,0.1,0.5,50,1,6.8,0.87
0,0,0,0,0,0,0,0,2.18,0,24.2,54.4,1.1,556,900,2,5,0.1,0.48,177.8,1,6.8,0.79
7.83,1.83,6,0,0,1,0,0.98339719,3.173690932,12,48.24,15.14,1.23,469.6,850,2,3,0.5,0.3,177.8,0,7.3,0.54
0,0,0,0,0,0,0,0,7.2,0,26.39,54.16,2.7,1000,750,3,1,0.1,0.5,177.8,1,6.8,0.69
7.83,1.83,6,1,0,0,0,2.699121677,4.613305031,4.6,42.82608696,14.64080544,0.95,513.05528,700,1,10,0.1,0.4,127,1,6.8,0.39
7.69,1.9,10,0,0,0,0,0.27,5.705748408,4,35.23523524,34.63463463,1.0232491,712,975,0.75,5.382588801,0.1,0.4,177.8,0,7.5,0.54
7.61,1.91,8,1,0,0,0,2,38.23361945,4,74.86590282,25.13409718,1.082188718,91.4,550,2,5,0.5,1,127,1,7.2,0.64
7.61,1.91,8,0,0,1,0,2.28,7.679501339,4,61.3,17.9,1.014154853,390.0718363,650,3,5,0.5,0.5,177.8,1,7.3,0.62
0,0,0,1,0,0,0,0,9.471094711,0,60.25630676,16.30081848,0.98,732,900,4,2,0.1,4,177.8,1,6.8,0.82
0,0,0,0,0,1,0,0,2.8,0,31.80551191,25.94593499,0.62,727.1162977,850,1.302028925,8.90381144,0.1,0.5,50,1,6.8,0.87
7.69,1.9,10,1,0,0,0,1.4,6.394900491,4,46.83293657,36.57863706,0.983265349,653.9103078,1050,1,5,0.1,2,177.8,1,6.8,0.49
7.61,1.91,8,0,0,1,0,35.2,11.3,3.8,68.86919124,15.43830447,0.910013571,341.2798235,900,3,5,0.5,1,177.8,1,7.2,0.59
7.81,1.88,7,0,0,0,0,0.83,2.893584137,4,52.62841956,19.63034232,1.875726211,1149.935148,70,3,5.787242461,0.1,4.88,127,1,6.8,0.69
7.61,1.91,8,0,0,0,0,2.53,2.75,4,21.19,28.43,1.18,480,700,1,1,0.5,1.3,127,1,7.2,0.67
7.61,1.91,8,0,1,0,0,0.44,4.42,4,50,21,0.91,274,800,2,2,0.5,1,127,1,7.3,0.79
0,0,0,0,0,0,0,0,5.53019,0,45.42484074,33.94476501,1.11,1223,600,0.5,1,0.1,1.2,177.8,1,6.8,0.59
0,0,0,0,0,0,0,0,10.8,0,38.54599,11.12816,1.176213884,258,900,2,2,0.1,1,177.8,1,6.8,0.55
0,0,0,0,0,0,1,0,7.440956733,0,29.78993536,48.59187442,0.98,200,900,1,3,0.5,0.1,177.8,1,7.2,0.49
7.61,1.91,8,1,0,0,0,5.32,7.674559146,3.83,54.4,16.7,1.065863632,914.801657,1000,3,5,0.5,3,177.8,1,7.33,0.59
7.83,1.83,6,1,0,0,0,0.17,10.82,4,65.56014428,23.65518323,0.78,580.5,950,2,5.108895052,0.5,1,177.8,1,7.2,0.41
0,0,0,0,0,0,0,0,4.066009513,0,25.5,18,1.065750053,819.8273613,900,2,5,0.5,1,127,0,7.2,0.39
7.4,1.55,5,0,1,0,0,0.44,8.2,4,38,43.9,1.7,938,900,2,2,0.1,0.76,177.8,0,6.8,0.456
7.25,2.02,10,1,0,0,0,0.2,5.145317655,3.8,31.46,21.44,1.01,355.4,1000,3,2,0.1,0.963441124,177.8,1,7,0.39293
9.35,1.65,10,0,1,0,0,0.13,4.996471875,4,38.4,38.3,0.99,25.39,1000,1,1,0.5,4,177.8,1,7.3,0.33
7.81,1.88,7,0,0,0,0,8.01,6.526925691,5,32.47683242,9.537548777,1.144257351,676.4285953,1000,2,2,0.2,0.3,177.8,1,7,0.59
7.81,1.88,7,0,0,0,0,2.2,1.11,8,25.43142598,3.633060854,1.02,318.0000421,800,2.5,5,0.1,0.675492526,177.8,1,6.8,0.49
0,0,0,0,1,0,0,0,2.925569382,0,22.86123,21.34389,0.972891413,650.8618446,800,2,5,0.5,0.392588488,177.8,1,6.8,0.34
0,0,0,0,0,0,0,0,9.046276646,0,44.1,29.9,0.89,899,900,2,5,0.1,1,177.8,0,6.8,0.49
7.69,1.9,10,1,0,0,0,2.18,6.802001155,3.8,42.35,19.95,1.15,1178.8,1000,3,5,0.1,1.5,127,1,6.8,0.79
7.81,1.88,7,1,0,0,0,2.2,5.592864748,4,56.47655573,0,1.130457013,907.646741,1000,3,5,0.5,0.4,177.8,1,7.2,0.38
0,0,0,0,0,0,1,0,7.7,0,60,0,1.130975681,189,1050,1,3,0.1,0.5,127,1,6.8,0.49
0,0,0,0,0,0,0,0,2.965526163,0,25.19083969,6.488549618,1,487.5,1000,3,5,0.5,0.35,177.8,1,7.3,0.43
7.61,1.91,8,0,0,0,0,0.121,3.03,4.2,57.42574257,27.06270627,1.04,1585,1000,1,5,0.1,1,25,1,8,0.37
7.83,1.83,6,1,0,0,0,1.02,4.69,4,56.50319829,22.17484009,0.99,1162,900,2,3,1,2,127,1,8.8,0.32
7.61,1.91,8,0,0,0,0,0.24,3.686837297,4,19.87,17.74,1.081130909,680,1000,1,4.879027022,0.5,0.5,177.8,0,7.2,0.558
7.61,1.91,8,0,0,0,0,0.59,5.33,4,33.2,10.1,1.05,757,800,5,2,0.5,0.255,177.8,0,7.2,0.69
7.61,1.91,8,1,0,0,0,1.019820972,4.587595908,4.3,47.85214785,26.67332667,0.967502515,223,1050,1,6.741439037,0.1,0.8,177.8,0,6.7,0.49
7.61,1.91,8,1,0,0,0,52.48,13.63201182,12,46.79,27.52,0.826324954,425.9676049,1000,2,5,0.5,0.768598419,177.8,1,7,0.79
0,0,0,0,0,0,0,0,2.26784,0,31.19572751,53.79754576,2.9,312,500,3,2.25147049,0.5,0.589,177.8,0,7.5,0.89
7.83,1.83,6,1,0,0,0,0.66,7.15,3.3,53.98373984,14.14634146,1.251707369,1246,900,2,4.702675374,0.5,1,177.8,1,7.2,0.29
0,0,0,0,0,0,0,0,3.13531,0,39.67709732,26.00125665,0.99,726,600,0.5,1,0.1,0.8,177.8,1,6.8,0.39
7.69,1.9,10,0,1,0,0,1.11,14.6,4,45.9,32.9,1.8,807,900,2,2,0.1,0.76,177.8,0,6.8,0.667
7.83,1.83,6,1,0,0,0,0.69,13.68,3.8,69.51724138,17.65517241,1.130726561,1247,800,2,4.636527342,0.5,1,177.8,1,7.2,0.29
7.61,1.91,8,0,0,1,0,3.727039057,8.184439847,4,47.8,14.82,0.96,333.9,800,2,2,0.5,0.2,177.8,0,7.3,0.66
0,0,0,0,0,1,0,0,9.52,0,25.1,47.5,0.47,246,800,1,9.689099831,0.1,2,177.8,1,6.8,0.59
7.61,1.91,8,0,0,0,0,2.08994,19.38522,3.6,63.54886542,27.25652703,1.07,422.6,800,2,10,0.5,0.2,127,1,7.2,0.59
7.61,1.91,8,0,0,1,0,4.04,5.727205076,4,48.90811356,16.67226608,1.025313305,598.6377937,1000,2,5,0.5,0.8,177.8,1,7.2,0.79
7.37,1.96,10,1,0,0,0,1.8,6.024113819,4.3,26.31,8.65,1.074370558,581.3,950,2,4.530246928,1,1,177.8,1,8.8,0.44
7.83,1.83,6,0,0,0,1,5.49,19.35840708,4.1,50.44396448,34.38924886,1.032048126,472.9299384,700,2,5,0.5,1,177.8,1,7.3,0.49
7.81,1.88,7,0,0,0,1,2.52,12.63,4,48.37688044,0,1.184493307,387.757334,900,1,3,0.1,0.3,127,1,6.8,0.55
7.61,1.91,8,0,0,0,0,0.42,4.44,4,32.6,6.7,1.04,1650,800,5,2,0.5,0.255,177.8,0,7.2,0.49
7.61,1.91,8,0,0,0,0,1.57,2.5,3.5,58.66666667,29.33333333,1.743553867,1564,600,2,10,0.5,2,177.8,1,7.2,0.6
0,0,0,0,0,1,0,0,4.9,0,22.51481752,6.498751939,0.78,749.30033,850,1.550922805,7.111327689,0.1,0.5,50,1,6.8,0.99
0,0,0,1,0,0,0,0,4.509597686,0,31.59,16.87,1.18,1489.4,1100,3,5,0.1,1.5,127,1,6.8,0.79
7.81,1.88,7,1,0,0,0,0.9,7.692344328,3.8,34.57403924,45.43133566,1.04,692,900,2,3,0.1,0.32,177.8,0,6.8,0.49
7.61,1.91,8,1,0,0,0,5.2,19.92,4,68.16499207,31.83500793,0.972337263,144.8,550,2,5,0.5,1,127,1,7.2,0.64
7.61,1.91,8,0,0,0,0,6.9,8.424053575,2,47.52570273,39.00275896,2.57,442.8072677,800,1,2.679615136,0.5,0.5,177.8,1,7.2,0.59
0,0,0,0,0,0,0,0,2.2,0,46.6,31.1,1.253591581,639.3289922,25,24,0,0.1,0.3,177.8,0,6.8,1.09
7.61,1.91,8,0,0,1,0,6.63,5.727205076,4,48.90811356,16.67226608,1.047518765,689,1000,2,5,0.5,0.8,177.8,1,7.2,0.79
7.83,1.83,6,0,0,0,0,0.44,7.97,4.14,52.9,14.8,1.26,533.9821684,900,2,3.300419657,0.1,0.742135859,177.8,1,6.8,0.49
7.61,1.91,8,0,0,0,0,10.2,4.006305851,4,38.87367064,43.38543345,0.90784802,238,900,1,30,0.1,0.75,177.8,0,6.8,0.61
7.83,1.83,6,0,1,0,0,1.82,4.606459434,5,28,11,1.22,1353,900,3,3.949757669,0.1,0.2,127,1,6.8,0.47
7.61,1.91,8,0,0,1,0,3.531120796,5.609565315,4,46.95443,41.72056,1.372962626,826.700258,700,0.5,2,0.5,0.757590188,127,1,7.2,0.65
0,0,0,0,0,1,0,0,9.28,0,26.5,47.2,0.5,248,800,1,10.31676119,0.1,2,177.8,1,6.8,0.49
7.81,1.88,7,0,0,0,0,0.35,3.773592546,4,20.39,19.1,1.062521486,559,1000,1,5.080985566,0.5,0.5,177.8,0,7.2,0.66
7.83,1.83,6,0,0,0,0,1.64,8.390841711,4,45.97,26.01,0.912,472.7010242,600,2,5,0.5,1,177.8,1,7.2,0.39
7.69,1.9,10,0,0,0,0,2.221241379,7.33,4,47.94932106,22.75102442,1.109533618,438.1264455,750,3,4.097252344,0.5,0.2,177.8,0,7.2,0.5
0,0,0,1,0,0,0,0,6.608,0,38.67897437,31.14854384,1.01,650,900,3,4.364918119,0.5,1,177.8,1,7.3,0.49
0,0,0,0,1,0,0,0,4.198005368,0,41,14,2.74,1055.836909,800,3,5,0.5,1.239311071,177.8,0,7.2,0.75
7.61,1.91,8,0,0,0,0,32.03,5.94,7.1,39.73561431,46.98289269,0.93,435.9,1000,1,10.6608795,0.1,0.833,177.8,1,6.8,0.75
7.83,1.83,6,0,0,0,1,3.28,7.509832905,4,40.0455298,49.57057119,0.98,331.2623194,900,1,3,0.5,0.1,177.8,1,7.2,0.44
9.35,1.65,10,0,0,0,0,0.1,0.46,4,60.86956522,28.26086957,3.11,1402.4,1000,1,9.947334019,0.5,1,177.8,1,7.2,0.42
9.35,1.65,10,1,0,0,0,7.54,10.28,4,69.35797665,15.6614786,0.89,368.3,900,4,3,1,2,127,1,8.8,0.63
7.61,1.91,8,1,0,0,0,5.44,10.35,2.4,53.71980676,29.75845411,1.002435099,871,1000,4,3,1,2,127,1,8.8,0.62
7.61,1.91,8,0,0,1,0,2.14,5.401029567,4,55.02691439,8.942524744,0.92,143.97,1000,2,10,0.5,0.53167424,127,1,7.2,0.89
7.61,1.91,8,1,0,0,0,4.211922203,8.64170245,3.9,55.22198194,24.28444218,1.067551483,789,900,2,5,0.5,1,177.8,1,7.2,0.69
7.61,1.91,8,0,0,0,0,0.95,2.2,3.5,53.03030303,26.51515152,1.795584242,1564,750,2,10,0.5,2,177.8,1,7.2,0.69
7.61,1.91,8,0,0,0,0,3.27626261,5.223880597,12,46.5,25.6,1.03,156.6,800,2,6.241879871,0.5,0.25,177.8,0,7.4,0.79
0,0,0,0,0,0,0,0,4.998423688,0,25.17482517,48.85114885,1.110756859,688,975,0.75,5.021653435,0.1,0.4,177.8,0,7.5,0.44
7.83,1.83,6,0,0,0,1,1.68,6.008965758,4,42.58216577,46.53659814,0.992404929,819,800,1,10,0.5,1,177.8,1,7.2,0.39
7.83,1.83,6,0,0,0,1,1.215180107,11.54421102,4,25.80645161,24.78005865,1.04,493.8541556,900,2,5,0.1,0.4,177.8,0,6.8,0.47
7.69,1.9,10,0,0,0,0,1.34,1.1,4,40.8,35.5,1.01,230,1000,1,5,0.1,0.58,177.8,1,6.8,0.69
7.83,1.83,6,1,0,0,0,2.04,9.51,4,72.55520505,18.29652997,1.02,724.2,900,4,3,1,2,127,1,8.8,0.32
0,0,0,1,0,0,0,0,11.07004857,0,37.94021294,35.32964783,1.05,515.7913819,800,1,5,0.1,0.8,177.8,1,6.8,0.69
7.61,1.91,8,0,0,0,1,3,5.3,3,51.2,37.3,1.029924006,531.4776239,1000,1,5.813577936,0.5,0.405760796,177.8,0,7.3,0.79
0,0,0,0,0,1,0,0,7.852381727,0,9.8,55.9,0.63,473.9422623,1060,1.730116869,7.920847189,0.1,1.41035047,177.8,1,6.8,0.39
9.35,1.65,10,0,0,0,1,0.34,1.760922176,4.2,53.73,26.23,2.51,2176.56,900,1,5,0.5,1,127,1,7.2,0.33
7.81,1.88,7,1,0,0,0,4,4.324409948,2,43.53562005,29.84462035,1,842,900,2,5,0.1,0.5,177.8,1,6.8,0.79
0,0,0,0,0,0,0,0,3.44277,0,39.3680089,32.60978805,1.05,807,600,0.5,1,0.1,0.8,177.8,1,6.8,0.39
0,0,0,0,0,0,0,0,5,0,20.87067862,4.494238156,1.003142154,1510,900,2,5,0.1,0.900386034,177.8,1,6.8,0.49
7.61,1.91,8,1,0,0,0,5.44,10.35,2.4,53.71980676,29.75845411,1.060208987,871,1000,4,3,1,0.088,127,1,8.8,0.72
7.83,1.83,6,1,0,0,0,1.93,4.88,4,49.59016393,39.75409836,0.99,1235,1000,1,2,0.5,0.1,127,1,7.2,0.29
7.81,1.88,7,1,0,0,0,0.25,15.7266,3.1,60.17021522,21.87210175,1.101689477,666.0178213,900,3,5,0.5,0.8,127,1,6.8,0.42
7.83,1.83,6,0,0,0,1,1.2,3.38488143,4.7,17.88255664,14.97286683,1.38,769.603795,1000,1,5,0.1,0.2,177.8,0,6.8,0.49
7.61,1.91,8,0,0,0,0,3.2,7.352055808,5,47.38,17.67,0.978874495,399.3817123,500,1,20,0.1,0.2,177.8,1,6.8,0.64
0,0,0,0,0,0,0,0,3.00908,0,67.85163572,22.32775466,0.87,751.6779259,1000,1,8.101153998,0.1,0.4,177.8,1,6.8,1.05
7.83,1.83,6,0,0,0,0,3,3,4,38.7,8,1.118621251,430.1,900,2,5,0.5,1,127,0,7.2,0.33
7.83,1.83,6,0,0,1,0,1.75,2.8,4.7,61,15,1.006149234,224,900,1,6.50376851,0.1,0.8,127,1,6.8,0.65
7.83,1.83,6,0,1,0,0,2.896536118,4.469264713,4,46,6,3.32,1123.035709,800,3,5,0.5,0.931975985,177.8,0,7.2,0.35
7.83,1.83,6,1,0,0,0,12,10.09200394,12,50.96570305,23.1400404,1.027239841,666.3124151,1050,1,5.149798604,0.5,1,177.8,1,7.2,0.49
7.61,1.91,8,0,0,0,0,0.86,5.03,3.4,30.59753546,46.43106254,0.97,1009.2,1000,1,7.953467365,0.5,0.833,177.8,1,7.2,0.75
7.83,1.83,6,0,0,0,0,5.044,4.884,4,61.92,21.76,1.03,651.9364056,25,24,0,0.1,0.2,177.8,1,6.8,0.39
