index_label,Ionization Potential,Electronegativity,Number of d electrons,ZIF or MOF Derived,Polymer Derived,Carbon Nanofiber/Nanotubes,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),Pyridinic N Ratio,Pyrrolic N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Pyrolysis Temperature (°C),Pyrolysis Time (h),Rising Rate (°C min-1),Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane Thickness (μm),Carbon Paper/Glassy Carbon,Electrolyte pH,ovpCL
47,7.61,1.91,8,0,0,0,0,2.013,7.33,4.0,54.27159929,19.15167018,1.106360812,579.8235931,750,3.0,4.308834122,0.5,1.0,177.8,1,7.2,1
20,7.61,1.91,8,0,0,0,0,0.31,4.63,4.0,25.3,10.8,1.01,1068.0,800,5.0,2.0,0.5,0.255,177.8,0,7.2,1
486,7.83,1.83,6,1,0,0,0,0.856793146,10.70991432,4.4,52.17496108,27.93663213,1.01,1050.0,900,4.0,2.0,0.5,4.0,177.8,1,7.3,1
384,0.0,0.0,0,0,0,1,0,0.0,9.33,0.0,27.1,46.1,0.52,241.0,800,1.0,9.551519057,0.1,2.0,177.8,1,6.8,0
476,0.0,0.0,0,0,0,0,1,0.0,20.02,0.0,55.0,0.0,1.28,90.0,800,1.0,2.09677988,0.1,0.8,127.0,1,6.8,0
286,7.83,1.83,6,1,0,0,0,0.27,10.15,4.0,59.21938089,20.86137281,0.94,705.0,900,4.0,3.0,1.0,2.0,127.0,1,8.8,0
442,7.61,1.91,8,0,0,0,0,2.502516899,5.268708951,4.0,27.47252747,33.66633367,0.88,665.1,900,2.0,5.0,0.1,0.5,177.8,1,6.8,1
307,7.81,1.88,7,1,0,0,0,0.9,7.692344328,3.8,34.57403924,45.43133566,1.04,692.0,900,2.0,3.0,0.1,0.32,177.8,0,6.8,0
49,7.69,1.9,10,0,0,0,0,2.221241379,7.33,4.0,47.94932106,22.75102442,1.109533618,438.1264455,750,3.0,4.097252344,0.5,0.2,177.8,0,7.2,0
513,0.0,0.0,0,0,0,0,0,0.0,5.163621961,0.0,33.23,32.31,1.03,1000.0,910,3.0,2.0,1.0,1.0,177.8,1,8.8,0
408,0.0,0.0,0,0,0,0,1,0.0,5.79,0.0,12.4567474,12.28373702,1.150718778,235.8,600,2.707791927,3.964763627,0.5,0.2,177.8,1,7.3,0
376,0.0,0.0,0,0,0,1,0,0.0,8.26,0.0,41.8,0.0,0.91,546.0,900,0.985984464,9.148714324,0.1,5.0,177.8,1,6.8,1
632,7.83,1.83,6,0,1,0,0,2.025858001,4.954544025,4.0,37.2,21.4,0.99,632.92808,800,2.0,2.0,0.5,2.5,177.8,1,7.2,0
225,7.61,1.91,8,0,0,0,1,2.83,11.88,4.0,50.67340067,0.0,1.174275937,376.820706,900,1.0,3.0,0.1,0.3,127.0,1,6.8,1
253,7.61,1.91,8,0,0,1,0,35.2,11.3,3.8,68.86919124,15.43830447,0.910013571,341.2798235,900,3.0,5.0,0.5,1.0,177.8,1,7.2,1
199,7.83,1.83,6,1,0,0,0,3.0,6.076013742,4.0,50.83452392,22.94624743,1.019157322,787.0830979,1050,1.0,5.423406683,0.5,1.0,177.8,1,7.2,0
51,0.0,0.0,0,0,0,0,0,0.0,2.792052919,0.0,20.83,11.16,0.920854031,807.0,1000,1.0,7.527151868,0.5,0.5,177.8,0,7.2,0
415,0.0,0.0,0,0,0,0,0,0.0,6.28641,0.0,50.65180286,35.36454033,0.75,572.7873996,700,1.0,8.855748061,0.1,0.4,177.8,1,6.8,1
223,9.35,1.65,10,0,0,0,0,0.1,0.77,4.0,71.42857143,18.18181818,3.11,1402.4,1000,1.0,9.020795147,0.5,1.0,177.8,1,7.2,0
356,7.83,1.83,6,1,0,0,0,1.89,4.5,4.0,36.53056966,17.15239619,1.37780633,1090.0,1000,1.0,5.0,0.5,0.459,177.8,0,7.3,0
483,7.83,1.83,6,1,0,0,0,0.888072271,9.324758842,3.9,54.85955922,25.42427045,0.99,614.0,900,4.0,2.0,0.1,4.0,177.8,1,6.8,1
146,7.61,1.91,8,1,0,0,0,32.0,19.92,2.0,68.16499207,31.83500793,0.9,144.8,550,2.0,5.0,0.5,1.0,127.0,1,7.2,1
378,7.61,1.91,8,0,1,0,0,1.0,5.25,4.0,35.19054311,31.24741671,1.015946332,520.2360027,950,2.0,5.0,0.1,1.0,177.8,1,6.8,1
512,0.0,0.0,0,0,0,0,0,0.0,5.163621961,0.0,33.23,32.31,1.03,1000.0,910,3.0,2.0,0.1,1.0,177.8,1,6.8,1
59,0.0,0.0,0,0,0,0,1,0.0,6.037704796,0.0,27.58817952,53.79652658,1.043637993,835.9429409,800,2.0,10.0,0.5,1.0,177.8,1,7.2,0
142,7.61,1.91,8,0,0,0,0,2.2,3.93,4.0,57.3,27.5,0.972706772,470.5552963,900,0.0125,5.994070154,0.1,0.3,177.8,0,6.8,1
355,0.0,0.0,0,0,0,1,0,0.0,5.0,0.0,30.0,23.0,0.87,608.0382587,850,1.464239413,7.656186604,0.1,0.5,50.0,1,6.8,1
116,6.57,1.36,1,1,0,0,0,1.24,5.142289869,3.0,48.5,0.0,1.051558857,925.89,1000,2.0,10.0,0.5,0.8,127.0,1,7.2,1
559,7.83,1.83,6,0,0,0,0,1.75,7.556611419,4.0,45.39,11.35,1.055266294,367.0,900,1.0,6.246802621,0.5,1.0,127.0,0,7.2,0
68,7.61,1.91,8,1,0,0,0,32.8,13.66841813,12.0,46.79,27.52,1.01761982,422.9044867,1000,2.0,5.0,0.5,0.767233907,177.8,1,7.0,1
14,7.83,1.83,6,0,0,1,0,2.68,9.162448165,5.0,39.65578424,11.62171753,1.2,687.2452256,700,4.0,5.0,0.5,1.0,177.8,1,7.2,0
347,0.0,0.0,0,0,0,1,0,0.0,5.79,0.0,22.62521589,27.63385147,1.04,741.93,800,2.0,5.0,0.5,2.5,177.8,1,7.65,0
424,0.0,0.0,0,0,0,0,0,0.0,7.2,0.0,26.39,54.16,2.7,1000.0,750,3.0,1.0,0.1,0.5,177.8,1,6.8,1
570,7.83,1.83,6,0,0,0,1,1.8,4.059706134,4.0,59.51742627,31.09919571,0.95,1358.5,100,2.0,3.0,0.1,1.0,177.8,1,7.0,1
637,7.61,1.91,8,0,0,0,1,4.05,9.6,4.0,63.87902162,15.5384147,1.032877833,648.0,800,1.0,3.0,1.0,0.25,177.8,1,13.8,0
657,0.0,0.0,0,0,1,0,0,0.0,2.74,0.0,25.19962667,13.87534999,1.02,1044.0,1000,4.0,3.975335503,0.5,1.0,177.8,1,7.3,1
284,7.83,1.83,6,1,0,0,0,1.47,10.15,4.0,70.14778325,15.27093596,0.94,705.0,900,4.0,3.0,0.1,2.0,127.0,1,6.8,1
606,7.61,1.91,8,0,1,0,0,0.085,3.2,4.0,21.7,4.2,1.019350133,20.0,1000,1.0,5.0,0.5,0.3,177.8,1,7.2,1
265,7.83,1.83,6,1,0,0,0,0.17,10.82,4.0,65.56014428,23.65518323,0.78,580.5,950,2.0,5.108895052,0.5,1.0,177.8,1,7.2,0
127,7.61,1.91,8,0,0,0,0,0.726565595,11.21732029,4.0,44.60486322,21.23100304,0.923443821,367.0177752,800,1.0,10.2755176,0.5,0.2,177.8,0,7.2,1
11,7.81,1.88,7,0,0,0,0,3.18,8.724496581,5.0,41.55130663,18.97100134,1.173577049,574.6732444,600,2.0,2.0,0.2,0.3,177.8,1,7.0,1
101,7.4,1.55,5,0,0,1,0,0.17,9.8,3.2,50.6,38.6,1.093104983,221.0,600,1.0,3.124546117,0.5,0.167,177.8,1,7.2,0
414,7.83,1.83,6,1,0,0,0,1.3,4.52,4.0,53.09734513,23.67256637,0.99,1148.0,900,2.0,3.0,0.5,2.0,127.0,1,7.3,0
29,7.81,1.88,7,0,0,0,0,1.22,2.751068733,4.0,53.28899487,19.10123359,1.898754538,1149.754734,70,3.0,5.613669392,0.1,4.88,127.0,1,6.8,1
395,7.83,1.83,6,0,0,0,1,0.31,2.397640417,4.0,10.9375,9.375,1.14,667.0,1000,2.0,5.0,0.1,1.0,177.8,1,6.8,1
496,7.83,1.83,6,0,0,0,0,2.349903163,2.598450613,4.0,79.03930131,6.113537118,0.931,153.0,800,2.0,2.0,0.1,2.0,177.8,1,6.8,1
35,7.83,1.83,6,0,0,0,1,3.9,7.939083938,4.0,52.71,16.17,1.08,730.5940198,800,2.0,5.013314504,0.5,1.0,177.8,1,7.2,0
662,7.37,1.96,10,1,0,0,0,1.8,6.024113819,4.3,26.31,8.65,1.074370558,581.3,950,2.0,4.530246928,1.0,1.0,177.8,1,8.8,0
252,7.61,1.91,8,0,0,1,0,23.0,18.7,3.8,68.48158175,23.80912967,0.951315319,306.128195,800,3.0,5.0,0.5,1.0,177.8,1,7.2,1
215,7.61,1.91,8,1,0,0,0,2.01,4.727602668,4.0,44.94940833,19.97942034,0.994499209,602.930251,1000,2.0,5.0,0.5,0.8,177.8,1,7.2,1
58,0.0,0.0,0,0,0,0,1,0.0,5.586508603,0.0,31.87544991,51.73092854,0.930564458,802.5708495,800,2.0,10.0,0.5,1.0,177.8,1,7.2,0
596,7.61,1.91,8,0,0,1,0,2.575564413,3.682605258,4.0,49.87206,38.70668,1.400152352,926.5577653,700,0.5,2.0,0.5,0.634673102,127.0,1,7.2,1
121,7.61,1.91,8,1,0,0,0,1.01,6.655838658,4.0,51.015,41.586,0.98,628.3198752,1000,1.0,7.008051371,0.5,0.5,177.8,0,7.2,1
660,7.61,1.91,8,0,1,0,0,3.49,2.16,10.36,31.58754345,23.41411902,1.0,352.0,1000,4.0,3.87016356,0.5,0.028653295,177.8,1,7.3,1
92,7.81,1.88,7,0,0,0,0,0.72,3.12,4.0,42.87573195,29.67902841,0.92,315.0358753,700,1.506148809,7.965496369,0.5,0.1,127.0,0,7.2,0
113,7.61,1.91,8,0,0,0,1,0.39,6.75,5.0,44.33962264,23.77358491,2.1,952.0,900,2.0,4.890201255,0.5,1.0,177.8,1,7.2,1
446,0.0,0.0,0,0,1,0,0,0.0,6.04,0.0,32.45033113,9.105960265,0.926,1286.0,800,2.0,5.0,0.1,0.5,177.8,1,6.8,0
157,7.61,1.91,8,0,0,0,0,1.39,6.119044162,4.0,23.29980225,57.26936635,1.47,308.0,900,3.0,5.204262164,0.5,1.0,177.8,1,7.2,1
653,7.61,1.91,8,0,1,0,0,0.75,3.96,4.0,49.0,18.0,0.94,263.0,900,2.0,2.0,0.5,1.0,127.0,1,7.3,1
602,7.81,1.88,7,0,0,0,0,0.251,2.29,4.0,54.14847162,27.94759825,1.0,1575.0,1000,1.0,5.0,0.1,1.0,25.0,1,8.0,0
375,0.0,0.0,0,0,0,0,1,0.0,4.07,0.0,13.3,71.2,1.06,877.44,1000,6.0,5.0,0.1,0.516141278,127.0,1,6.8,1
244,7.61,1.91,8,0,0,0,0,0.73,4.4,3.5,22.87636669,11.43818335,1.073653021,47.0,650,2.0,10.0,0.5,2.0,177.8,1,7.2,1
577,7.61,1.91,8,0,0,0,1,2.7,11.0,3.0,55.4,28.0,0.996860161,383.5084337,700,1.0,5.431494146,0.5,0.368741556,177.8,0,7.3,1
278,7.69,1.9,10,0,0,0,0,1.3,5.650482986,3.6,37.01709202,24.52977445,1.123898584,646.0,900,1.0,5.0,0.1,0.5,177.8,0,6.8,1
277,0.0,0.0,0,0,0,0,0,0.0,0.53623,0.0,26.99242002,38.06689221,2.4,301.0,700,3.0,4.179670164,0.5,0.589,177.8,0,7.5,1
270,7.61,1.91,8,1,0,0,0,0.872,5.3,4.0,53.43117011,32.99115044,0.94,178.4,600,2.0,5.0,0.5,0.6,177.8,1,7.2,1
463,0.0,0.0,0,0,0,0,0,0.0,5.53019,0.0,45.42484074,33.94476501,1.11,1223.0,600,0.5,1.0,0.1,1.2,177.8,1,6.8,1
485,0.0,0.0,0,1,0,0,0,0.0,9.471094711,0.0,60.25630676,16.30081848,0.98,732.0,900,4.0,2.0,0.1,4.0,177.8,1,6.8,2
405,0.0,0.0,0,0,0,0,1,0.0,5.67,0.0,16.04938272,14.99118166,1.099336427,235.8,600,2.675128823,3.620087054,0.5,0.2,177.8,1,7.3,0
36,7.61,1.91,8,0,0,0,1,1.25,5.502364393,3.9,36.57,18.88,0.95,431.4483598,900,3.0,5.0,0.5,0.5,127.0,1,7.2,1
587,0.0,0.0,0,1,0,0,0,0.0,1.63,0.0,18.35533,24.15624,1.143549843,652.8723751,1100,5.0,4.628676615,0.5,0.6,177.8,1,7.65,0
105,7.83,1.83,6,1,0,0,0,0.66,7.15,3.3,53.98373984,14.14634146,1.251707369,1246.0,900,2.0,4.702675374,0.5,1.0,177.8,1,7.2,0
243,7.61,1.91,8,0,0,0,0,1.79,2.5,3.5,56.42837118,28.21418559,1.066592428,214.0,650,2.0,10.0,0.5,2.0,177.8,1,7.2,1
311,7.61,1.91,8,1,0,0,0,5.32,7.8558956,3.83,54.4,16.7,1.020621516,932.8082073,1000,3.0,5.0,0.5,3.0,177.8,1,13.6,1
290,7.83,1.83,6,0,0,0,0,0.927554774,4.365904366,3.8,46.5,42.1,0.943834423,102.20606,900,1.0,30.0,0.1,0.75,50.0,0,6.8,0
129,7.83,1.83,6,0,0,0,0,1.64,7.10487763,4.0,35.7,55.9,1.371312703,910.2742293,750,4.0,5.0,0.5,1.0,177.8,1,7.2,1
23,7.83,1.83,6,0,0,0,0,1.33,1.38,3.6,40.5,34.1,1.03,217.0,1000,1.0,5.0,0.1,0.58,177.8,1,6.8,0
628,7.83,1.83,6,0,0,0,1,0.85,4.880280135,4.0,62.40485252,31.76736441,0.955374521,819.0,800,1.0,10.0,0.5,1.0,177.8,1,7.2,0
517,7.61,1.91,8,0,0,0,0,1.0,1.79,4.0,7.11087,70.70166,1.269007201,993.5920172,1100,2.0,9.500001059,0.1,1.414,177.8,0,6.8,1
110,7.61,1.91,8,0,0,1,0,0.087,2.5,4.2,13.56312691,44.24189549,0.96940754,588.393391,800,2.0,5.681356177,0.1,1.0,177.8,1,6.8,1
432,0.0,0.0,0,1,0,0,0,0.0,1.055,0.0,29.27740448,21.70107693,0.955,650.0,1100,3.0,4.743688186,0.5,1.0,177.8,1,7.3,0
228,7.4,1.55,5,0,0,0,1,2.74,12.48,4.0,48.31730769,0.0,1.167153379,325.8461336,900,1.0,3.0,0.1,0.3,127.0,1,6.8,0
663,7.37,1.96,10,1,0,0,0,1.8,6.01915629,4.3,26.31,8.65,1.086302326,581.3,950,2.0,4.586115784,1.0,1.0,177.8,1,13.8,0
664,0.0,0.0,0,0,0,0,0,0.0,13.86921215,4.0,38.6,3.1,0.99,438.8,850,2.0,1.0,0.5,1.5,177.8,1,7.2,0
216,7.61,1.91,8,0,0,0,0,9.25,3.407424121,12.0,44.69661881,14.590088,1.404130333,769.2539398,1000,2.0,5.0,0.5,0.8,177.8,1,7.2,2
85,7.83,1.83,6,1,0,0,0,0.458155678,2.655390688,4.0,49.22,0.0,0.95,646.0,1100,1.0,7.216868558,0.1,0.6,127.0,1,6.8,0
130,7.4,1.55,5,0,0,0,0,0.049,4.2,5.1,44.1,33.35,1.201357647,1192.0,900,1.0,3.0,0.5,0.5,177.8,1,7.2,0
539,7.61,1.91,8,0,0,0,0,0.86,5.03,3.4,30.59753546,46.43106254,0.97,1009.2,1000,1.0,7.953467365,0.5,0.833,177.8,1,7.2,1
571,7.83,1.83,6,0,0,0,1,1.8,4.124881447,4.1,59.8944591,30.34300792,0.95,1358.5,200,2.0,3.0,0.1,1.0,177.8,1,7.0,1
50,7.83,1.83,6,0,0,0,0,1.943586207,7.33,4.0,41.27103246,19.55416971,1.140595661,492.2024542,750,3.0,4.293429453,0.5,0.2,177.8,0,7.2,0
106,7.83,1.83,6,1,0,0,0,0.58,4.3,3.0,26.45011601,16.93735499,1.226074101,1345.0,1000,2.0,5.285220794,0.5,1.0,177.8,1,7.2,0
528,0.0,0.0,0,0,0,0,0,0.0,7.83,0.0,43.8,20.6,1.25,353.4824857,100,2.0,3.077539008,0.1,0.685767035,177.8,1,6.8,0
267,7.83,1.83,6,1,0,0,0,2.7,5.71,4.0,46.25958761,18.06952884,1.072196267,583.1,950,2.0,5.0,0.1,0.6,177.8,0,6.8,0
410,7.83,1.83,6,1,0,0,0,0.64,7.03,4.0,61.3086771,20.76813656,0.97,746.0,900,2.0,3.0,1.0,2.0,127.0,1,8.8,0
467,0.0,0.0,0,0,0,0,1,0.0,3.9,0.0,24.35897436,28.97435897,1.23,974.0,1100,2.0,5.0,0.1,0.2,177.8,0,6.8,0
80,7.61,1.91,8,0,1,0,0,2.88,9.5,4.0,37.3,43.6,1.83,615.0,900,2.0,2.0,0.1,0.76,177.8,0,6.8,1
560,7.83,1.83,6,0,0,0,0,1.55,7.47844202,4.0,40.97,12.5,1.058035152,344.0,900,1.0,6.409257634,0.5,1.0,127.0,0,7.2,0
42,7.69,1.9,10,0,0,0,1,0.32,4.248554465,4.0,46.378,48.64,1.02,610.1,900,1.0,5.0,0.1,0.8,50.0,1,6.8,1
342,7.61,1.91,8,0,1,0,0,1.05,1.42,3.6,58.2677,16.21837,1.041,1421.2,1000,1.0,2.0,0.5,0.6,177.8,1,7.4,1
438,0.0,0.0,0,0,0,0,0,0.0,9.046276646,0.0,44.1,29.9,0.89,899.0,900,2.0,5.0,0.1,1.5,177.8,0,6.8,0
607,0.0,0.0,0,0,1,0,0,0.0,2.33,0.0,25.4,3.39,1.018004948,373.0,1000,1.0,5.0,0.5,0.3,177.8,1,7.2,1
22,7.61,1.91,8,0,0,0,0,1.25,1.46,3.4,41.7,34.2,1.02,228.0,1000,1.0,5.0,0.1,0.58,177.8,1,6.8,1
353,0.0,0.0,0,0,0,0,0,0.0,2.18,0.0,24.2,54.4,1.1,556.0,900,2.0,5.0,0.1,0.48,177.8,1,6.8,1
368,0.0,0.0,0,0,0,1,0,0.0,2.54,0.0,62.3,21.6,0.744,535.3213225,700,3.0,5.0,0.5,0.3537,177.8,0,7.3,1
627,7.81,1.88,7,0,0,0,0,1.6,3.012057865,4.0,32.8358209,8.208955224,1.0,1036.0,1000,3.0,3.0,0.1,0.2,177.8,1,6.8,1
638,0.0,0.0,0,0,0,0,1,0.0,1.23,0.0,27.99,51.79,1.359341797,2801.0,900,2.0,5.0,0.5,0.857069373,177.8,1,7.2,1
555,7.61,1.91,8,0,0,1,0,11.06156672,9.706091491,4.0,53.03882666,24.26289618,0.99,427.3234394,900,2.0,5.0,0.5,0.8,177.8,0,7.2,1
604,7.61,1.91,8,0,1,0,0,0.237,2.4,3.0,25.0,8.75,1.052090121,215.0,1000,1.0,5.0,0.5,0.3,177.8,1,7.2,1
546,7.83,1.83,6,0,0,0,0,1.64,8.390841711,4.0,45.97,26.01,0.912,472.7010242,600,2.0,5.0,0.5,1.0,177.8,1,7.2,0
525,0.0,0.0,0,0,0,0,0,0.0,2.36,0.0,16.1,5.1,1.0,1043.3,1000,2.0,5.0,0.1,1.2,177.8,1,6.8,0
245,7.61,1.91,8,0,0,0,0,1.93,1.9,3.5,61.00364452,30.50182226,1.755946747,1369.0,650,2.0,10.0,0.5,2.0,177.8,1,7.2,1
198,7.83,1.83,6,1,0,0,0,3.4,5.270791155,4.0,64.9751733,16.84130836,0.907638376,623.4831989,1050,1.0,8.02780492,0.5,1.0,177.8,1,7.2,0
412,7.83,1.83,6,1,0,0,0,1.39,3.98,4.0,53.26633166,22.36180905,1.0,1181.0,900,2.0,3.0,1.0,2.0,127.0,1,8.8,0
31,7.83,1.83,6,0,0,0,0,3.2,6.113147006,5.0,50.28,19.37,0.956250267,536.379432,500,1.0,20.0,0.1,0.2,177.8,1,6.8,1
288,7.83,1.83,6,0,0,0,0,0.4726206,3.308344198,4.0,37.8,44.1,0.95753241,55.93264,900,1.0,30.0,0.1,0.75,50.0,0,6.8,0
126,0.0,0.0,0,0,0,0,0,0.0,1.21,0.0,52.86584218,29.95841682,1.262032628,592.9350006,800,1.0,10.08905501,0.5,0.2,177.8,0,7.2,0
491,7.83,1.83,6,0,0,0,1,1.215180107,11.54421102,4.0,25.80645161,24.78005865,1.04,493.8541556,900,2.0,5.0,0.1,0.4,177.8,0,6.8,0
318,7.83,1.83,6,0,0,1,0,1.75,2.8,4.7,61.0,15.0,1.055897879,224.0,900,1.0,5.286583338,1.0,0.8,127.0,1,8.8,1
233,7.61,1.91,8,0,0,0,0,0.76,5.522640474,4.0,39.06093906,28.87112887,0.979381729,589.0,975,0.75,5.960854157,0.1,0.4,177.8,0,7.5,1
280,9.35,1.65,10,1,0,0,0,7.54,10.28,4.0,69.35797665,15.6614786,0.89,368.3,900,4.0,3.0,1.0,2.0,127.0,1,8.8,1
354,7.61,1.91,8,0,0,0,0,2.61,3.04,4.0,36.9,23.8,1.0,259.0,900,2.0,5.0,0.1,0.48,177.8,1,6.8,1
120,7.61,1.91,8,1,0,0,0,2.14,4.929365706,4.3,35.693,18.241,1.477324878,1174.0,900,1.0,5.0,0.5,0.4,177.8,0,7.2,1
81,7.69,1.9,10,0,1,0,0,1.11,14.6,4.0,45.9,32.9,1.8,807.0,900,2.0,2.0,0.1,0.76,177.8,0,6.8,1
154,7.83,1.83,6,1,0,0,0,2.1,3.895035339,4.0,44.41299366,0.0,1.319639984,1259.477708,1000,3.0,5.0,0.5,0.4,177.8,1,7.2,0
271,7.61,1.91,8,1,0,0,0,0.917,3.59,3.0,50.43117011,29.99115044,0.93,322.1,800,2.0,5.0,0.5,0.6,177.8,1,7.2,1
249,7.61,1.91,8,0,0,0,0,4.43,3.2,3.5,63.22647272,23.95245106,1.380857087,1564.0,650,2.0,10.0,0.1,2.0,177.8,1,13.0,0
79,7.81,1.88,7,0,1,0,0,1.11,10.5,4.0,41.5,41.6,1.79,758.0,900,2.0,2.0,0.1,0.76,177.8,0,6.8,0
341,7.61,1.91,8,0,1,0,0,1.09,2.23,3.7,48.04671,26.34905,1.031,1414.1,1000,1.0,2.0,0.5,0.6,177.8,1,7.4,1
257,7.61,1.91,8,0,1,0,0,0.931577257,2.473498233,1.7,31.52818991,28.07863501,0.958514627,135.0,1000,3.0,4.720051493,0.1,0.699085277,177.8,1,6.8,1
371,0.0,0.0,0,0,0,0,1,0.0,10.8,0.0,40.0,0.0,1.105254093,144.0,950,1.0,3.0,0.1,0.5,127.0,1,6.8,1
345,0.0,0.0,0,0,0,0,1,0.0,10.2,0.0,61.88990826,21.5733945,0.57,466.25,900,3.0,5.0,0.5,0.936,177.8,0,7.2,0
176,7.61,1.91,8,0,0,1,0,10.48,9.547383551,4.0,57.4,23.3,0.981498858,422.7526004,650,3.0,5.0,0.5,0.5,177.8,1,7.3,2
303,7.69,1.9,10,1,0,0,0,0.820591724,3.926659615,3.9,47.15284715,25.57442557,1.00587278,321.0,1050,1.0,6.077007809,0.1,0.8,177.8,0,6.7,0
295,7.61,1.91,8,0,1,0,0,5.0,5.143888143,4.0,44.54040716,0.0,1.230259538,728.7335531,750,2.0,3.0,1.0,0.2,177.8,0,8.8,1
151,7.61,1.91,8,1,0,0,0,5.7,16.4,4.0,74.97385849,25.02614151,1.000278352,150.1,550,2.0,5.0,0.5,1.0,127.0,1,7.2,1
6,7.83,1.83,6,0,0,0,0,5.044,4.884,4.0,61.92,21.76,1.03,651.9364056,25,24.0,0.0,0.1,0.2,177.8,1,6.8,0
72,7.61,1.91,8,0,0,0,0,0.8,5.82,4.0,28.2,9.1,1.14,204.0,1000,1.0,5.0,0.5,0.3,177.8,0,7.2,1
465,0.0,0.0,0,0,0,0,0,0.0,5.53019,0.0,45.42484074,33.94476501,1.11,1223.0,600,0.5,1.0,0.1,2.0,177.8,1,6.8,1
426,0.0,0.0,0,1,0,0,0,0.0,19.33701657,0.0,50.0,38.89,1.02,392.0,700,4.0,2.0,0.1,4.0,177.8,1,7.2,2
526,0.0,0.0,0,0,0,0,0,0.0,2.85,0.0,5.6,10.6,0.98,828.1,1000,2.0,5.0,0.1,1.2,177.8,1,6.8,0
343,7.61,1.91,8,0,1,0,0,1.09,2.23,3.7,48.04671,26.34905,1.031,1414.1,1000,1.0,2.0,0.5,0.6,177.8,1,7.4,0
339,9.35,1.65,10,1,0,0,0,6.64,8.042909242,3.0,62.15550423,14.67282525,0.99,988.0,900,2.0,5.0,0.5,0.6,177.8,1,7.2,0
402,0.0,0.0,0,0,0,0,1,0.0,5.82,0.0,15.29209622,12.54295533,1.134067678,235.8,600,2.51573251,3.745515042,0.5,0.2,177.8,1,7.3,0
200,7.83,1.83,6,1,0,0,0,12.0,10.09200394,12.0,50.96570305,23.1400404,1.027239841,666.3124151,1050,1.0,5.149798604,0.5,1.0,177.8,1,7.2,0
433,0.0,0.0,0,0,0,0,0,0.0,6.939267169,0.0,44.4,32.7,0.89,104.0,900,2.0,5.0,0.1,1.0,177.8,0,6.8,0
40,7.81,1.88,7,1,0,0,0,0.25,15.7266,3.1,60.17021522,21.87210175,1.101689477,666.0178213,900,3.0,5.0,0.5,0.8,127.0,1,6.8,0
667,8.95,1.69,10,0,0,0,0,3.5,9.442286651,4.0,49.2,4.9,0.93,615.9,850,2.0,1.0,0.5,1.5,177.8,1,7.2,1
482,7.83,1.83,6,1,0,0,0,0.856793146,10.70991432,4.4,52.17496108,27.93663213,1.01,1050.0,900,4.0,2.0,0.1,4.0,177.8,1,6.8,1
454,0.0,0.0,0,0,0,1,0,0.0,1.9,0.0,42.10499159,8.347522781,0.64,723.2472469,750,1.547704851,7.695328683,0.1,0.5,50.0,1,6.8,2
597,7.61,1.91,8,0,0,1,0,4.468391032,4.86656449,4.0,45.18061,42.3732,1.372018598,896.4966161,700,0.5,2.0,0.5,0.746746139,127.0,1,7.2,1
659,7.61,1.91,8,0,1,0,0,1.23,3.23,6.0,28.82242686,13.22961927,1.02,612.0,1000,4.0,3.524884611,0.5,0.081300813,177.8,1,7.3,1
168,7.61,1.91,8,0,0,0,0,1.31087,11.93215,3.8,58.91462145,24.01089983,0.97,582.6,900,2.0,10.0,0.5,0.2,127.0,1,7.2,1
