index_label,Ionization Potential,Electronegativity,Number of d electrons,ZIF or MOF Derived,Polymer Derived,Carbon Nanofiber/Nanotubes,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),Pyridinic N Ratio,Pyrrolic N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Pyrolysis Temperature (°C),Pyrolysis Time (h),Rising Rate (°C min-1),Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane Thickness (μm),Carbon Paper/Glassy Carbon,Electrolyte pH,ovpCL
161,7.83,1.83,6,1,0,0,0,2.6,7.6,4.3,71.42857143,0.0,1.242865297,894.9727275,700,2.0,5.0,0.5,0.6,177.8,1,7.2,0
369,0.0,0.0,0,0,0,1,0,0.0,2.05,0.0,58.7,33.9,0.744,589.7285918,500,3.0,5.0,0.5,0.3537,177.8,0,7.3,1
96,7.83,1.83,6,1,0,0,0,2.835854416,5.319885644,4.4,44.44444444,17.74625447,1.04,622.18399,900,1.0,10.0,0.1,0.4,127.0,1,6.8,0
319,7.61,1.91,8,1,0,0,0,3.882317736,8.665522184,4.1,47.6723306,25.60497416,1.074301081,741.0,900,2.0,5.0,0.5,1.0,177.8,1,7.2,1
145,7.61,1.91,8,1,0,0,0,8.2,38.23361945,2.1,74.86590282,25.13409718,1.08,91.4,550,2.0,5.0,0.5,1.0,127.0,1,7.2,1
296,7.37,1.96,10,0,1,0,0,43.33410461,2.497919451,4.0,25.6,0.0,1.029338078,610.3448505,900,2.0,3.0,0.1,0.325,177.8,1,6.8,0
619,7.83,1.83,6,1,0,0,0,0.2,2.5,4.0,45.13388569,21.55679635,1.02,1156.6,1000,3.0,4.16721831,1.0,1.0,177.8,1,8.8,0
460,0.0,0.0,0,0,0,0,0,0.0,3.44277,0.0,39.3680089,32.60978805,1.05,807.0,600,0.5,1.0,0.1,0.8,177.8,1,6.8,0
344,7.61,1.91,8,0,1,0,0,1.05,1.42,3.6,58.2677,16.21837,1.041,1421.2,1000,1.0,2.0,0.5,0.6,177.8,1,7.4,0
591,7.83,1.83,6,0,0,1,0,6.665028564,16.67332146,4.0,33.9,58.9,1.01,635.15,800,2.0,6.011199938,0.5,1.0,177.8,0,7.2,0
655,7.54,1.93,10,1,0,0,0,0.088,10.24527815,2.0,53.84,26.37,1.02,945.7,1000,1.0,4.627639628,0.1,0.797946442,25.0,1,6.8,0
394,7.83,1.83,6,0,0,0,1,0.15,3.26602758,5.0,10.92436975,17.64705882,1.26,1173.0,1000,2.0,5.0,0.1,1.0,177.8,1,6.8,0
499,7.83,1.83,6,0,0,1,0,2.364327238,3.86,4.0,47.66839378,8.29015544,1.37,868.5081209,850,3.0,2.0,0.1,0.3,127.0,1,6.8,0
314,7.83,1.83,6,0,0,1,0,1.75,2.8,4.7,61.0,15.0,1.006149234,224.0,900,1.0,6.50376851,0.1,0.8,127.0,1,6.8,1
153,7.61,1.91,8,1,0,0,0,2.2,5.640727266,4.0,46.13248967,0.0,1.287948798,1135.309748,1000,3.0,5.0,1.0,1.0,177.8,1,8.8,0
149,7.61,1.91,8,1,0,0,0,2.0,38.23361945,4.0,74.86590282,25.13409718,1.082188718,91.4,550,2.0,5.0,0.5,1.0,127.0,1,7.2,1
349,0.0,0.0,0,0,0,1,0,0.0,3.28,0.0,15.85365854,21.95121951,1.07,743.45,1000,2.0,5.0,0.5,2.5,177.8,1,7.65,0
21,7.61,1.91,8,0,0,0,0,0.42,4.44,4.0,32.6,6.7,1.04,1650.0,800,5.0,2.0,0.5,0.255,177.8,0,7.2,0
60,8.35,2.05,10,0,0,0,0,0.03,9.940460042,4.0,64.19,17.05,1.036860502,33.6,800,2.0,6.472776613,0.1,1.0,177.8,1,6.8,1
532,7.61,1.91,8,0,0,1,0,0.17,2.3,3.2,57.72292994,28.125,1.435293653,971.9094346,850,3.0,2.2,0.5,2.0,177.8,0,7.2,1
648,7.83,1.83,6,1,0,0,0,0.57,9.451166446,5.0,63.87,27.05,0.99,730.236858,900,6.0,5.0,1.0,0.75,127.0,1,13.8,0
629,7.61,1.91,8,0,0,0,1,1.84,5.863920513,4.0,32.10984231,48.54540511,1.005945963,819.0,800,1.0,10.0,0.5,1.0,177.8,1,7.2,0
665,8.95,1.69,10,0,0,0,0,18.4,14.72554628,4.0,64.0,4.8,1.07,303.0,850,0.0833,1.0,0.5,1.5,177.8,1,7.2,1
152,7.61,1.91,8,1,0,0,0,2.2,5.374686235,4.0,46.13248967,0.0,1.326824359,1066.063913,1000,3.0,5.0,0.5,0.4,177.8,1,7.2,0
136,7.61,1.91,8,0,0,0,1,3.28,7.520896137,4.0,54.35094773,31.66283745,0.98,261.0,900,1.0,3.0,0.5,0.1,177.8,1,7.2,1
630,7.83,1.83,6,0,0,0,1,1.68,6.008965758,4.0,42.58216577,46.53659814,0.992404929,819.0,800,1.0,10.0,0.5,1.0,177.8,1,7.2,0
529,0.0,0.0,0,0,0,0,0,0.0,7.87,0.0,44.8,19.6,1.26,392.5035888,100,2.0,2.966364132,0.1,0.705314869,177.8,1,6.8,0
357,7.61,1.91,8,0,0,1,0,1.2,3.36385693,8.0,40.89333061,5.241688762,2.3,1066.0,900,2.0,5.0,0.5,0.4,177.8,1,7.3,1
66,7.61,1.91,8,1,0,0,0,1.64,29.07,4.0,46.79,27.52,1.097494257,519.1764894,1000,2.0,5.0,0.5,0.749372608,177.8,1,7.0,1
643,7.81,1.88,7,0,0,0,0,2.2,1.11,8.0,25.43142598,3.633060854,1.02,318.0000421,800,2.5,5.0,0.1,0.675492526,177.8,1,6.8,0
226,7.81,1.88,7,0,0,0,1,2.52,12.63,4.0,48.37688044,0.0,1.184493307,387.757334,900,1.0,3.0,0.1,0.3,127.0,1,6.8,1
220,9.35,1.65,10,0,0,0,0,0.01,0.61,4.0,68.85245902,14.75409836,2.89,1292.4,1100,1.0,8.660369953,0.5,1.0,177.8,1,7.2,0
141,7.81,1.88,7,0,0,0,1,3.28,8.229797809,4.0,51.68279929,25.3282154,0.98,328.9485297,900,1.0,3.0,0.5,0.1,177.8,1,7.2,1
608,7.61,1.91,8,0,0,0,1,3.77,18.01518053,4.1,59.47159385,32.72319116,1.037799047,434.761263,700,2.0,5.0,0.5,1.0,177.8,1,7.3,1
292,7.83,1.83,6,0,0,0,0,0.927554774,4.142011834,4.0,45.1,40.3,0.966552058,145.88309,900,1.0,30.0,0.1,0.75,50.0,0,6.8,0
221,9.35,1.65,10,0,0,0,0,0.1,0.46,4.0,60.86956522,28.26086957,3.11,1402.4,1000,1.0,9.947334019,0.5,1.0,177.8,1,7.2,0
624,7.81,1.88,7,0,0,0,0,1.6,10.94354096,4.0,47.79195289,24.4357213,1.08,356.0,700,3.0,3.0,0.1,0.2,177.8,1,6.8,1
28,7.81,1.88,7,0,0,0,0,0.83,2.893584137,4.0,52.62841956,19.63034232,1.875726211,1149.935148,70,3.0,5.787242461,0.1,4.88,127.0,1,6.8,1
568,7.83,1.83,6,0,0,0,0,3.2,3.2,4.0,43.6,6.4,1.127423904,594.8489072,900,2.0,5.0,0.5,1.0,127.0,0,7.2,0
335,7.61,1.91,8,1,0,0,0,15.71282183,11.99692584,4.0,60.57305984,0.0,1.017558505,590.0936269,550,2.0,5.0,0.5,1.0,127.0,1,7.2,1
443,7.61,1.91,8,0,1,0,0,2.8,3.03,4.0,33.99339934,11.55115512,1.017,634.0,800,2.5,5.0,0.1,1.0,177.8,1,6.8,1
48,7.4,1.55,5,0,0,0,0,1.90887931,7.33,4.0,36.59432841,25.78088087,1.133385547,431.0144192,750,3.0,4.205587224,0.5,0.2,177.8,0,7.2,0
392,0.0,0.0,0,1,0,0,0,0.0,17.71996427,0.0,46.09695171,31.09109023,1.17,732.0,900,3.0,5.0,0.1,0.4,177.8,1,6.8,0
272,7.61,1.91,8,1,0,0,0,0.889,2.83,2.0,47.43117011,26.99115044,0.91,280.8,900,2.0,5.0,0.5,0.6,177.8,1,7.2,1
124,7.61,1.91,8,0,0,0,0,1.3,2.074474243,4.0,44.655,23.042,0.920675785,294.3710129,800,1.0,10.36489402,0.5,0.2,177.8,0,7.2,1
70,7.61,1.91,8,0,0,1,0,2.14,5.401029567,4.0,55.02691439,8.942524744,0.92,143.97,1000,2.0,10.0,0.5,0.53167424,127.0,1,7.2,2
268,9.35,1.65,10,1,0,0,0,0.1,5.56,4.0,47.0357717,22.82958199,1.073079504,637.2,950,2.0,5.0,0.1,0.6,177.8,0,6.8,1
550,7.61,1.91,8,0,0,0,0,17.62886598,15.395189,4.0,62.77311618,23.5883447,0.7,308.0,800,1.0,10.0,0.5,0.5,177.8,1,7.2,1
429,0.0,0.0,0,1,0,0,0,0.0,8.875,0.0,56.2883398,20.42132514,1.065,650.0,800,3.0,4.383010265,0.5,1.0,177.8,1,7.3,0
464,0.0,0.0,0,0,0,0,0,0.0,5.53019,0.0,45.42484074,33.94476501,1.11,1223.0,600,0.5,1.0,0.1,1.6,177.8,1,6.8,1
128,7.61,1.91,8,0,0,0,0,0.953383072,2.453946912,4.0,45.10628709,20.98700518,0.900747346,237.9225274,800,1.0,10.34424256,0.5,0.2,177.8,0,7.2,1
188,7.61,1.91,8,1,0,0,0,1.45,12.69,2.7,67.13947991,21.19779354,1.035440774,824.0,900,4.0,3.0,1.0,2.0,127.0,1,8.8,1
175,7.61,1.91,8,0,0,1,0,6.11,7.347705754,4.0,58.5,15.6,1.07024545,451.681389,650,3.0,5.0,0.5,0.5,177.8,1,7.3,1
32,7.81,1.88,7,0,0,0,0,3.7,5.960251017,5.0,49.8,21.9,0.919753394,454.229189,500,1.0,20.0,0.1,0.2,177.8,1,6.8,1
417,0.0,0.0,0,0,0,0,0,0.0,3.78865,0.0,57.70393148,28.52414448,0.83,810.1230903,900,1.0,8.666997376,0.1,0.4,177.8,1,6.8,1
261,7.83,1.83,6,1,0,0,0,2.6,2.67,4.0,39.49896804,0.0,1.305348993,1168.43,1000,3.0,5.0,0.5,0.4,177.8,1,7.2,0
329,7.69,1.9,10,1,0,0,0,2.18,6.802001155,3.8,42.35,19.95,1.15,1178.8,1000,3.0,5.0,0.1,1.5,127.0,1,6.8,1
649,7.81,1.88,7,0,0,0,0,0.011,4.709943213,3.6,44.74,34.78,1.027155236,24.0,500,1.0,5.0,0.5,0.7,177.8,0,3.9,1
441,7.61,1.91,8,0,0,0,0,2.488518807,4.972270336,4.0,37.56243756,39.56043956,0.91,829.0,900,2.0,5.0,0.1,0.5,177.8,1,6.8,1
237,7.83,1.83,6,0,1,0,0,6.0,7.2,3.0,38.66247893,28.45870997,1.137967638,340.0,900,3.0,5.33162371,0.1,0.785,177.8,0,6.8,0
195,7.83,1.83,6,0,0,0,0,1.25,3.942046519,4.0,56.0,22.1,0.890316044,473.7613892,750,1.0,10.40086684,0.1,0.32,177.8,1,6.8,0
73,0.0,0.0,0,0,0,0,0,0.0,6.13,0.0,27.5,9.8,1.13,215.0,1000,1.0,5.0,0.5,0.3,177.8,0,7.2,1
108,7.83,1.83,6,1,0,0,0,0.52,4.13,3.0,39.80582524,18.93203883,1.107275706,1275.0,1000,2.0,5.304048117,0.5,1.0,177.8,1,7.2,0
494,7.83,1.83,6,0,0,0,0,1.488689824,2.650319005,4.0,65.38461538,14.52991453,0.911,160.0,800,2.0,2.0,0.1,2.0,177.8,1,6.8,0
364,7.83,1.83,6,0,1,0,0,1.82,4.606459434,5.0,28.0,11.0,1.22,1353.0,900,3.0,4.338831104,0.5,0.5,127.0,1,7.3,0
324,0.0,0.0,0,1,0,0,0,0.0,9.639920019,0.0,48.75559124,0.0,1.14,465.0,900,1.0,5.0,0.1,0.8,177.8,1,6.8,1
383,0.0,0.0,0,0,0,1,0,0.0,9.28,0.0,26.5,47.2,0.5,248.0,800,1.0,10.31676119,0.1,2.0,177.8,1,6.8,0
138,7.61,1.91,8,0,0,0,1,36.9,10.10989145,12.0,44.2101021,29.88984417,0.83,279.0,900,1.0,3.0,0.5,0.1,177.8,1,7.2,1
299,7.4,1.55,5,1,0,0,0,1.184569487,3.685327292,4.0,48.2,29.2,1.098105433,311.0,1050,1.0,5.609908958,0.1,0.8,177.8,0,6.7,0
1,7.83,1.83,6,0,0,0,0,9.9,23.9,4.0,58.52,23.15,1.13,23.0,800,2.0,2.0,0.1,2.0,177.8,1,6.8,0
533,0.0,0.0,0,0,0,0,0,0.0,5.06,0.0,25.81568403,57.81339439,0.97,1081.1,1000,1.0,6.357546385,0.1,0.833,177.8,1,6.8,0
213,7.61,1.91,8,0,0,1,0,6.63,5.727205076,4.0,48.90811356,16.67226608,1.047518765,689.0,1000,2.0,5.0,0.5,0.8,177.8,1,7.2,1
338,7.61,1.91,8,1,0,0,0,1.06,5.485940183,4.0,52.66798734,18.48486094,1.03,900.0,800,1.0,5.0,0.5,0.6,177.8,1,7.2,1
89,9.35,1.65,10,0,0,0,0,1.013530268,4.230217647,5.09298,50.54347826,25.87587894,0.68,830.7241621,900,1.0,8.18327544,0.5,2.0,177.8,1,7.2,0
401,0.0,0.0,0,0,0,0,1,0.0,5.59,0.0,10.19677996,12.34347048,1.128787673,101.4,600,2.535570816,3.956308143,0.5,0.2,177.8,1,7.3,0
420,0.0,0.0,0,1,0,0,0,0.0,2.1,0.0,22.01834862,5.504587156,0.982,945.0,1000,2.0,5.0,0.1,0.5,177.8,0,6.8,1
360,7.81,1.88,7,1,0,0,0,4.0,4.324409948,2.0,43.53562005,29.84462035,1.0,842.0,900,2.0,5.0,0.1,0.5,177.8,1,6.8,1
562,0.0,0.0,0,0,0,0,0,0.0,4.066009513,0.0,25.5,18.0,1.065750053,819.8273613,900,2.0,5.0,0.5,1.0,127.0,0,7.2,0
326,0.0,0.0,0,1,0,0,0,0.0,15.3473426,0.0,27.36630119,0.0,0.98,493.0,900,1.0,5.0,0.1,0.8,177.8,1,6.8,1
427,0.0,0.0,0,1,0,0,0,0.0,18.72693727,0.0,53.44827586,33.33333333,1.04,488.0,700,4.0,2.0,0.1,4.0,177.8,1,7.2,2
337,7.61,1.91,8,1,0,0,0,0.85,3.572951448,3.0,43.18047045,22.29689662,0.97,821.0,700,1.0,5.0,0.5,0.6,177.8,1,7.2,1
407,0.0,0.0,0,0,0,0,1,0.0,3.92,0.0,15.08951407,10.4859335,1.074193466,235.8,900,2.617813469,3.607369831,0.5,0.2,177.8,1,7.3,0
563,7.83,1.83,6,0,0,0,0,2.3,2.3,4.0,44.4,4.7,1.120989563,601.5032528,900,2.0,5.0,0.5,1.0,127.0,0,7.2,0
506,0.0,0.0,0,0,1,0,0,0.0,4.198005368,0.0,41.0,14.0,2.74,1055.836909,800,3.0,5.0,0.5,1.239311071,177.8,0,7.2,1
468,0.0,0.0,0,0,0,0,1,0.0,1.65,0.0,18.78787879,15.75757576,1.13,148.0,1200,2.0,5.0,0.1,0.2,177.8,0,6.8,0
439,0.0,0.0,0,0,0,0,0,0.0,4.243117392,0.0,33.56643357,57.64235764,0.88,1004.7,900,2.0,5.0,0.1,0.5,177.8,1,6.8,1
614,9.35,1.65,10,0,1,0,0,0.13,4.996471875,4.0,38.4,38.3,0.99,25.39,1000,1.0,1.0,0.5,4.0,177.8,1,7.3,0
41,7.81,1.88,7,1,0,0,0,0.25,9.628785995,11.2,52.19873382,22.10431988,1.318145876,925.6946335,900,3.0,5.0,0.5,0.8,127.0,1,6.8,1
556,7.61,1.91,8,0,0,1,0,6.107048027,8.641170168,4.0,44.69627902,30.98060002,1.0,537.1664723,1000,2.0,5.0,0.5,0.8,177.8,0,7.2,1
162,7.69,1.9,10,0,0,0,0,1.45,4.696209838,2.3,41.67273316,16.90932622,1.03,168.0,900,2.0,5.0,0.1,0.5,177.8,1,6.8,0
192,0.0,0.0,0,0,0,0,0,0.0,7.494086279,0.0,27.11420385,50.1023332,0.911023129,174.0,900,1.0,30.0,0.1,0.75,177.8,0,6.8,0
507,7.83,1.83,6,0,1,0,0,2.896536118,4.469264713,4.0,46.0,6.0,3.32,1123.035709,800,3.0,5.0,0.5,0.931975985,177.8,0,7.2,0
413,7.83,1.83,6,1,0,0,0,1.3,4.52,4.0,53.09734513,23.67256637,0.99,1148.0,900,2.0,3.0,1.0,2.0,127.0,1,8.8,0
504,0.0,0.0,0,0,0,1,0,0.0,7.218857423,0.0,19.2,22.1,0.54,456.6164371,1060,1.39573702,8.389331113,0.1,1.562001189,177.8,1,6.8,0
201,7.83,1.83,6,1,0,0,0,1.5,4.418471535,4.0,50.59410456,23.29031929,0.914545004,750.712749,1050,1.0,8.574330694,0.1,1.0,177.8,1,6.8,0
578,7.61,1.91,8,0,0,0,1,2.7,5.6,3.0,54.7,28.7,1.005647917,454.422902,800,1.0,5.676494715,0.5,0.425002936,177.8,0,7.3,1
612,7.61,1.91,8,0,0,0,0,3.27626261,5.223880597,12.0,46.5,25.6,1.03,156.6,800,2.0,6.241879871,0.5,0.25,177.8,0,7.4,1
260,7.83,1.83,6,1,0,0,0,0.351,2.86,4.0,38.28954017,0.0,1.246563325,1102.2,1000,3.0,5.0,0.5,0.4,177.8,1,7.2,0
387,7.69,1.9,10,1,0,0,0,1.4,6.751228107,4.0,46.83293657,36.57863706,1.002883203,629.9706847,1050,1.0,5.0,0.1,2.0,177.8,1,7.2,1
285,7.83,1.83,6,1,0,0,0,1.47,10.15,4.0,70.14778325,15.27093596,0.94,705.0,900,4.0,3.0,0.5,2.0,127.0,1,7.2,0
239,7.61,1.91,8,0,0,0,0,1.57,2.5,3.5,58.66666667,29.33333333,1.743553867,1564.0,600,2.0,10.0,0.5,2.0,177.8,1,7.2,1
498,7.83,1.83,6,0,0,0,0,3.049132022,3.519953879,4.0,69.32907348,7.348242812,0.931,160.0,800,2.0,2.0,0.1,2.0,177.8,1,6.8,1
620,7.83,1.83,6,1,0,0,0,0.2,2.9,4.0,44.40184049,18.70398773,1.024,360.1,1000,3.0,3.714873143,0.1,1.0,177.8,1,6.8,0
508,7.81,1.88,7,0,1,0,0,7.381115826,3.036070894,4.0,48.0,10.0,3.01,1056.73628,800,3.0,5.0,0.5,1.291540442,177.8,0,7.2,0
367,0.0,0.0,0,0,0,1,0,0.0,2.51,0.0,53.3,33.4,0.729,534.9574767,700,3.0,5.0,0.5,0.3537,177.8,0,7.3,1
645,7.81,1.88,7,0,0,0,0,2.25,0.83,8.0,22.27848101,0.0,1.14,554.9701951,1000,2.5,5.0,0.1,0.850949434,177.8,1,6.8,1
572,7.83,1.83,6,0,0,0,1,1.8,4.168675073,4.7,60.05221932,30.02610966,0.95,1358.5,300,2.0,3.0,0.1,1.0,177.8,1,7.0,1
553,7.69,1.9,10,1,0,0,0,0.91,7.795784451,4.2,63.15874818,0.0,1.02,840.6499871,900,3.0,5.0,0.1,1.0,177.8,1,6.8,1
518,7.61,1.91,8,1,0,0,0,0.764919222,3.369601055,4.0,51.29750544,0.0,0.93,543.4726916,1100,1.0,8.071520373,0.1,0.6,127.0,1,6.8,1
365,7.83,1.83,6,0,1,0,0,1.82,4.606459434,5.0,28.0,11.0,1.22,1353.0,900,3.0,4.596557459,0.5,1.0,127.0,1,7.3,0
542,7.83,1.83,6,0,0,0,0,0.74,20.4,4.2,50.62483,13.84702,1.28,382.0,900,2.0,2.0,0.1,1.0,177.8,1,6.8,0
581,0.0,0.0,0,0,0,0,1,0.0,10.2,0.0,54.0,20.0,1.1,655.2118618,900,2.352546641,4.372925398,0.5,1.0,127.0,1,7.2,1
552,7.83,1.83,6,1,0,0,0,0.9,7.430009163,4.0,57.40977324,0.0,1.13,952.026951,900,3.0,5.0,0.1,1.0,177.8,1,6.8,1
565,7.83,1.83,6,0,0,0,0,3.4,3.4,4.0,44.4,4.7,1.119818719,547.6286857,900,2.0,5.0,0.5,1.0,127.0,0,7.2,0
590,0.0,0.0,0,0,0,1,0,0.0,24.65026532,0.0,38.11,52.4,1.0,475.65,800,2.0,5.381331393,0.5,1.0,177.8,0,7.2,1
618,7.83,1.83,6,1,0,0,0,0.2,2.5,4.0,45.13388569,21.55679635,1.02,1156.6,1000,3.0,4.396268341,0.5,1.0,177.8,1,7.2,0
63,7.83,1.83,6,0,0,0,0,0.047765564,6.499302535,4.0,38.0,18.9,0.97,441.5510748,900,2.0,2.0,0.5,2.5,177.8,1,7.65,0
207,0.0,0.0,0,0,1,0,0,0.0,4.306736035,0.0,24.0,5.0,1.196324212,770.8,900,3.0,3.0,0.1,1.0,127.0,0,6.8,0
282,7.83,1.83,6,1,0,0,0,1.47,10.15,4.0,70.14778325,15.27093596,0.94,705.0,900,4.0,3.0,1.0,2.0,127.0,1,8.8,0
545,7.83,1.83,6,0,0,0,0,0.71,10.6,3.8,40.14181,11.84868,1.28,279.0,900,2.0,2.0,1.0,1.0,177.8,1,8.8,0
112,7.61,1.91,8,0,0,1,0,0.087,2.5,4.2,23.14781992,39.50726693,1.416358668,937.6426607,900,2.0,4.129754254,0.1,1.0,177.8,1,6.8,1
186,7.61,1.91,8,1,0,0,0,5.44,10.35,2.4,53.71980676,29.75845411,1.002435099,871.0,1000,4.0,3.0,1.0,2.0,127.0,1,8.8,1
240,7.61,1.91,8,0,0,0,0,1.96,2.9,3.5,62.52873563,31.26436782,1.690039338,1564.0,650,2.0,10.0,0.5,2.0,177.8,1,7.2,1
576,7.61,1.91,8,0,0,0,0,1.5,4.957115045,4.0,39.16993831,20.39259675,1.096410213,398.4671967,1000,2.0,5.0,0.5,0.5,177.8,0,7.3,1
374,0.0,0.0,0,0,0,0,1,0.0,7.7,0.0,60.0,0.0,1.130975681,189.0,1050,1.0,3.0,0.1,0.5,127.0,1,6.8,0
588,0.0,0.0,0,1,0,0,0,0.0,2.11,0.0,28.48,40.19,1.126126498,975.5559019,1000,3.0,4.871575709,0.5,0.6,177.8,1,7.65,0
306,7.81,1.88,7,1,0,0,0,0.7,8.834196804,3.7,53.95465995,0.0,1.02,638.0,900,2.0,3.0,0.1,0.32,177.8,0,6.8,0
33,7.61,1.91,8,0,0,0,1,2.7,8.655745476,4.0,60.0,14.3,1.07,639.033058,800,2.0,4.940296812,0.5,1.0,177.8,1,7.2,1
170,7.61,1.91,8,0,0,0,0,2.5,4.334964214,4.0,50.66666667,28.59259259,0.87,412.9515937,600,2.0,10.0,0.1,0.3,177.8,0,6.8,2
316,7.83,1.83,6,0,0,1,0,1.72,4.57,4.7,57.0,12.0,1.06017962,299.0,900,1.0,6.440632066,0.1,0.8,127.0,1,6.8,1
379,7.61,1.91,8,0,1,0,0,1.0,3.87,4.0,31.5281963,27.20619888,0.972243799,492.7202714,950,2.0,5.0,0.1,1.0,177.8,1,6.8,2
241,7.61,1.91,8,0,0,0,0,0.95,2.2,3.5,53.03030303,26.51515152,1.795584242,1564.0,750,2.0,10.0,0.5,2.0,177.8,1,7.2,1
24,7.81,1.88,7,0,0,0,0,1.46,1.4,4.0,47.2,35.5,1.04,227.0,1000,1.0,5.0,0.1,0.58,177.8,1,6.8,0
74,7.61,1.91,8,0,0,0,0,1.826387217,5.92,3.4,44.61917052,29.42200348,0.878172676,390.6150727,800,1.0,20.0,0.5,0.2,177.8,1,7.2,1
159,7.61,1.91,8,0,0,1,0,5.0,9.973957274,3.0,82.39455539,17.60544461,0.938631049,401.4848421,900,2.0,21.22119022,0.5,1.0,177.8,1,7.2,0
423,0.0,0.0,0,0,1,0,0,0.0,3.704928879,0.0,50.0,31.25,0.862585335,1332.0,800,0.5,30.0,0.1,2.5,177.8,1,6.8,2
165,7.61,1.91,8,0,0,0,0,2.53,2.75,4.0,21.19,28.43,1.18,480.0,700,1.0,1.0,0.5,1.3,127.0,1,7.2,1
26,7.61,1.91,8,0,0,1,0,1.68,6.424020884,3.7,58.2,18.8,1.100377892,648.0,800,5.0,5.0,0.5,0.35,177.8,1,7.2,2
452,0.0,0.0,0,0,0,0,0,0.0,2.965526163,0.0,25.19083969,6.488549618,1.0,487.5,1000,3.0,5.0,0.5,0.35,177.8,1,7.3,0
500,7.83,1.83,6,0,0,1,0,2.981510761,4.64,4.0,48.81209503,20.95032397,1.45,867.3964733,850,3.0,2.0,0.1,0.3,127.0,1,6.8,0
397,7.83,1.83,6,1,0,0,0,1.74,5.15,4.4,52.91828794,37.54863813,0.98,1241.0,1000,1.0,2.0,0.5,0.1,127.0,1,7.2,0
178,7.61,1.91,8,0,0,1,0,7.53,8.808216874,4.0,55.3,19.3,1.015205425,496.3234922,650,3.0,5.0,0.5,0.5,177.8,1,7.3,2
3,7.81,1.88,7,1,0,0,0,1.57,4.76,4.0,41.58,17.59,0.93,448.0,800,2.0,5.333,0.5,0.3,127.0,1,7.2,1
197,7.83,1.83,6,1,0,0,0,2.1,9.253650892,4.0,67.52767334,24.11585962,0.878099427,533.3087014,950,1.0,8.493842513,0.5,1.0,177.8,1,7.2,0
652,7.61,1.91,8,0,1,0,0,0.44,4.42,4.0,50.0,21.0,0.91,274.0,800,2.0,2.0,0.5,1.0,127.0,1,7.3,1
69,7.61,1.91,8,1,0,0,0,52.48,13.63201182,12.0,46.79,27.52,0.826324954,425.9676049,1000,2.0,5.0,0.5,0.768598419,177.8,1,7.0,1
91,7.25,2.02,10,1,0,0,0,0.2,5.145317655,3.8,31.46,21.44,1.01,355.4,1000,3.0,2.0,0.1,0.963441124,177.8,1,7.0,0
317,7.83,1.83,6,0,0,1,0,1.75,2.8,4.7,61.0,15.0,1.0072281,224.0,900,1.0,6.254611641,0.5,0.8,127.0,1,7.33,1
2,7.83,1.83,6,1,0,0,0,1.78,4.72,4.0,49.17,15.13,0.94,461.0,800,2.0,5.333,0.5,0.3,127.0,1,7.2,0
218,9.35,1.65,10,0,0,0,0,0.77,0.61,4.0,68.85245902,14.75409836,3.02,1239.9,900,1.0,8.862294107,0.5,1.0,177.8,1,7.2,0
30,7.61,1.91,8,0,0,0,0,3.2,7.352055808,5.0,47.38,17.67,0.978874495,399.3817123,500,1.0,20.0,0.1,0.2,177.8,1,6.8,1
184,7.61,1.91,8,1,0,0,0,0.93,6.36,2.6,49.52830189,27.98742138,1.048462834,1011.0,1000,4.0,3.0,1.0,2.0,127.0,1,8.8,1
